,year,IAM_region,powertrain,size,vintage_year,vintage_demand_vkm
263047,2035,MEA,PHEV-p,Small,2026,3601
263048,2035,MEA,PHEV-p,Small,2027,4893
263049,2035,MEA,PHEV-p,Small,2028,6145
263050,2035,MEA,PHEV-p,Small,2029,7394
263051,2035,MEA,PHEV-p,Small,2030,8648
263052,2035,MEA,PHEV-p,Small,2031,4005
263053,2035,MEA,PHEV-p,Small,2032,4274
263054,2035,MEA,PHEV-p,Small,2033,4710
263055,2035,MEA,PHEV-p,Small,2034,5291
263085,2040,MEA,PHEV-p,Small,2025,287
263086,2040,MEA,PHEV-p,Small,2026,1420
263087,2040,MEA,PHEV-p,Small,2027,2779
263088,2040,MEA,PHEV-p,Small,2028,4287
263089,2040,MEA,PHEV-p,Small,2029,5884
263090,2040,MEA,PHEV-p,Small,2030,7524
263091,2040,MEA,PHEV-p,Small,2031,3705
263092,2040,MEA,PHEV-p,Small,2032,4123
263093,2040,MEA,PHEV-p,Small,2033,4673
263094,2040,MEA,PHEV-p,Small,2034,5343
263095,2040,MEA,PHEV-p,Small,2035,6182
263096,2040,MEA,PHEV-p,Small,2036,6279
263097,2040,MEA,PHEV-p,Small,2037,6787
263098,2040,MEA,PHEV-p,Small,2038,7028
263099,2040,MEA,PHEV-p,Small,2039,7324
263134,2045,MEA,PHEV-p,Small,2030,1164
263135,2045,MEA,PHEV-p,Small,2031,1454
263136,2045,MEA,PHEV-p,Small,2032,2331
263137,2045,MEA,PHEV-p,Small,2033,3246
263138,2045,MEA,PHEV-p,Small,2034,4233
263139,2045,MEA,PHEV-p,Small,2035,5354
263140,2045,MEA,PHEV-p,Small,2036,5782
263141,2045,MEA,PHEV-p,Small,2037,6519
263142,2045,MEA,PHEV-p,Small,2038,6943
263143,2045,MEA,PHEV-p,Small,2039,7364
263144,2045,MEA,PHEV-p,Small,2040,7797
263145,2045,MEA,PHEV-p,Small,2041,8097
263146,2045,MEA,PHEV-p,Small,2042,8021
263147,2045,MEA,PHEV-p,Small,2043,7311
263148,2045,MEA,PHEV-p,Small,2044,6485
263188,2050,MEA,PHEV-p,Small,2035,833
263189,2050,MEA,PHEV-p,Small,2036,2283
263190,2050,MEA,PHEV-p,Small,2037,3708
263191,2050,MEA,PHEV-p,Small,2038,4851
263192,2050,MEA,PHEV-p,Small,2039,5869
263193,2050,MEA,PHEV-p,Small,2040,6794
263194,2050,MEA,PHEV-p,Small,2041,7502
263195,2050,MEA,PHEV-p,Small,2042,7751
263196,2050,MEA,PHEV-p,Small,2043,7265
263197,2050,MEA,PHEV-p,Small,2044,6558
263198,2050,MEA,PHEV-p,Small,2045,5671
263199,2050,MEA,PHEV-p,Small,2046,4865
263200,2050,MEA,PHEV-p,Small,2047,4407
